Sequence_ID,Cluster_ID,SampleGroup,Terrain
IPB24C-125_NODE_317_length_1274_cov_4.451613,Cluster2117,IPB24C-125,Plain
IPB24C-91_NODE_45_length_1701_cov_218.912961,Cluster2117,IPB24C-91,Plain
IPB24G-234_NODE_55_length_3356_cov_84.369155,Cluster2118,IPB24G-234,Mountain
IPB24A-34_NODE_17_length_3356_cov_63.834314,Cluster2119,IPB24A-34,Mountain
IPB24G-233_NODE_659_length_3355_cov_0.691760,Cluster2120,IPB24G-233,Mountain
IPB24G-232_NODE_3793_length_1170_cov_0.419942,Cluster2120,IPB24G-232,Mountain
IPB24D-33_NODE_2_length_3355_cov_171.541202,Cluster2121,IPB24D-33,Hill
IPB24G-233_NODE_658_length_3355_cov_85.447955,Cluster2122,IPB24G-233,Mountain
IPB24C-102_NODE_1618_length_1086_cov_14.594369,Cluster2123,IPB24C-102,Plain
IPB24C-106_NODE_765_length_1469_cov_7.892697,Cluster2123,IPB24C-106,Plain
IPB24C-107_NODE_838_length_1381_cov_18.372408,Cluster2123,IPB24C-107,Plain
IPB24C-104_NODE_37_length_3353_cov_392.544947,Cluster2123,IPB24C-104,Plain
IPB24G-203_NODE_124_length_3353_cov_3.039058,Cluster2124,IPB24G-203,Mountain
IPB24G-206_NODE_64_length_3352_cov_4.352558,Cluster2125,IPB24G-206,Mountain
IPB24G-232_NODE_575_length_3352_cov_99.004961,Cluster2126,IPB24G-232,Mountain
IPB4B-36_NODE_14_length_3352_cov_1.746047,Cluster2127,IPB4B-36,Mesa
IPB4B-2_NODE_28_length_3351_cov_1.748139,Cluster2128,IPB4B-2,Mesa
IPB4B-66_NODE_21_length_3350_cov_6.233323,Cluster2129,IPB4B-66,Mountain
IPB24A-45_NODE_3_length_3349_cov_39.635320,Cluster2130,IPB24A-45,Plain
IPB24G-233_NODE_660_length_3348_cov_1.968954,Cluster2131,IPB24G-233,Mountain
IPB24E-194_NODE_94_length_3346_cov_1.795278,Cluster2132,IPB24E-194,Mountain
IPB24G-233_NODE_661_length_3343_cov_1.299129,Cluster2133,IPB24G-233,Mountain
IPB24G-206_NODE_65_length_3340_cov_1.706194,Cluster2134,IPB24G-206,Mountain
IPB24G-54_NODE_5_length_3339_cov_1.253113,Cluster2135,IPB24D-34,Mountain
IPB24C-63_NODE_175_length_1400_cov_1.697565,Cluster2136,IPB24C-63,Plain
IPB24C-66_NODE_319_length_1348_cov_39.086814,Cluster2136,IPB24C-66,Plain
IPB24C-63_NODE_468_length_1041_cov_1.003282,Cluster2136,IPB24C-63,Plain
IPB24C-90_NODE_27_length_3337_cov_12.707477,Cluster2136,IPB24C-90,Plain
IPB24C-97_NODE_61_length_2373_cov_237.132235,Cluster2136,IPB24C-97,Plain
IPB24B-8_NODE_42_length_3308_cov_156.796290,Cluster2136,IPB24B-8,Plain
IPB24G-215_NODE_190_length_3337_cov_1.414642,Cluster2137,IPB24G-215,Mountain
IPB24C-102_NODE_53_length_3336_cov_5.185728,Cluster2138,IPB24C-102,Plain
IPB24E-200_NODE_47_length_3336_cov_651.014335,Cluster2139,IPB24E-200,Mountain
IPB4B-79_NODE_12_length_2894_cov_41.522949,Cluster2139,IPB4B-79,Mountain
IPB4B-78_NODE_249_length_1584_cov_1.597117,Cluster2139,IPB4B-78,Mountain
IPB24G-238_NODE_60_length_3336_cov_4.572764,Cluster2140,IPB24G-238,Mountain
IPB24E-172_NODE_63_length_3335_cov_2.689526,Cluster2141,IPB24E-172,Mountain
IPB24G-58_NODE_10_length_2971_cov_318.738045,Cluster2142,IPB24A-38,Mountain
IPB24A-38_NODE_9_length_3335_cov_533.080112,Cluster2142,IPB24A-38,Mountain
IPB24C-62_NODE_561_length_1139_cov_4.557312,Cluster2143,IPB24C-62,Plain
IPB24C-127_NODE_33_length_3334_cov_87.990957,Cluster2143,IPB24C-127,Plain
IPB24C-68_NODE_189_length_1362_cov_1.914170,Cluster2143,IPB24C-68,Plain
IPB24E-172_NODE_64_length_3334_cov_2.244777,Cluster2144,IPB24E-172,Mountain
IPB24G-59_NODE_12_length_3333_cov_184.364317,Cluster2145,IPB24A-39,Mountain
IPB24A-39_NODE_18_length_3311_cov_174.852701,Cluster2145,IPB24A-39,Mountain
IPB24G-233_NODE_665_length_3332_cov_6.989392,Cluster2146,IPB24G-233,Mountain
IPB24G-233_NODE_3046_length_1415_cov_3.696429,Cluster2146,IPB24G-233,Mountain
IPB24G-233_NODE_666_length_3331_cov_0.705680,Cluster2147,IPB24G-233,Mountain
IPB24C-102_NODE_54_length_3331_cov_198.417603,Cluster2148,IPB24C-102,Plain
IPB24C-106_NODE_31_length_3331_cov_7.469413,Cluster2149,IPB24C-106,Plain
IPB24G-232_NODE_580_length_3331_cov_0.795880,Cluster2150,IPB24G-232,Mountain
IPB24B-10_NODE_8_length_3328_cov_27.284911,Cluster2151,IPB24B-10,Plain
IPB24C-120_NODE_1472_length_1006_cov_0.893060,Cluster2151,IPB24C-120,Plain
IPB24B-11_NODE_399_length_1257_cov_1.085841,Cluster2151,IPB24B-11,Plain
IPB24C-70_NODE_177_length_1852_cov_3.754783,Cluster2151,IPB24C-70,Plain
IPB24C-114_NODE_787_length_1304_cov_3.033985,Cluster2151,IPB24C-114,Plain
IPB24C-105_NODE_231_length_1226_cov_0.903549,Cluster2151,IPB24C-105,Plain
IPB24B-11_NODE_315_length_1390_cov_4.002375,Cluster2151,IPB24B-11,Plain
IPB24G-232_NODE_581_length_3328_cov_0.903468,Cluster2152,IPB24G-232,Mountain
IPB24G-233_NODE_2956_length_1438_cov_0.381388,Cluster2152,IPB24G-233,Mountain
IPB24C-96_NODE_103_length_1209_cov_0.951941,Cluster2153,IPB24C-96,Plain
IPB24B-8_NODE_41_length_3327_cov_27.641250,Cluster2153,IPB24B-8,Plain
IPB24C-97_NODE_44_length_2934_cov_147.551478,Cluster2153,IPB24C-97,Plain
IPB24C-90_NODE_565_length_1032_cov_1.287293,Cluster2153,IPB24C-90,Plain
IPB24C-89_NODE_101_length_1004_cov_0.450399,Cluster2153,IPB24C-89,Plain
IPB24G-235_NODE_141_length_3326_cov_1.299156,Cluster2154,IPB24G-235,Mountain
IPB24G-232_NODE_582_length_3324_cov_0.729747,Cluster2155,IPB24G-232,Mountain
IPB24A-36_NODE_26_length_3320_cov_213.548074,Cluster2156,IPB24A-36,Hill
IPB24G-232_NODE_588_length_3319_cov_163.784148,Cluster2157,IPB24G-232,Mountain
IPB24G-237_NODE_135_length_3316_cov_1.376921,Cluster2158,IPB24G-237,Mountain
IPB24G-232_NODE_589_length_3315_cov_3.674090,Cluster2159,IPB24G-232,Mountain
IPB24A-36_NODE_27_length_3315_cov_48.070891,Cluster2160,IPB24A-36,Hill
IPB24B-9_NODE_6_length_3314_cov_21.424223,Cluster2161,IPB24B-9,Plain
IPB24G-211_NODE_37_length_3313_cov_60.264281,Cluster2162,IPB24G-211,Mountain
IPB24G-214_NODE_91_length_2187_cov_1.932524,Cluster2162,IPB24G-214,Mountain
IPB24E-194_NODE_117_length_3072_cov_3.091341,Cluster2162,IPB24E-194,Mountain
IPB24A-31_NODE_47_length_3313_cov_3.085060,Cluster2163,IPB24A-31,Mountain
IPB4B-52_NODE_92_length_3312_cov_2.872214,Cluster2164,IPB4B-52,Mountain
IPB24C-114_NODE_744_length_1323_cov_1.316890,Cluster2165,IPB24C-114,Plain
IPB24B-5_NODE_206_length_1509_cov_723.692475,Cluster2165,IPB24B-5,Plain
IPB24C-115_NODE_384_length_1296_cov_2.968349,Cluster2165,IPB24C-115,Plain
IPB24C-70_NODE_299_length_1611_cov_3.038410,Cluster2165,IPB24C-70,Plain
IPB24C-115_NODE_22_length_3311_cov_23.788317,Cluster2165,IPB24C-115,Plain
IPB24A-7_NODE_28_length_3310_cov_1.855796,Cluster2166,IPB24A-7,Mountain
IPB24G-232_NODE_591_length_3310_cov_50.355011,Cluster2167,IPB24G-232,Mountain
IPB24G-233_NODE_5240_length_1033_cov_30.796909,Cluster2167,IPB24G-233,Mountain
IPB24B-5_NODE_383_length_1248_cov_102.381802,Cluster2168,IPB24B-5,Plain
IPB24B-5_NODE_25_length_3307_cov_186.372327,Cluster2168,IPB24B-5,Plain
IPB24B-7_NODE_19_length_3143_cov_4.823607,Cluster2168,IPB24B-7,Plain
IPB24C-78_NODE_529_length_1448_cov_3.730507,Cluster2168,IPB24C-78,Plain
IPB6H-15_NODE_39_length_3306_cov_0.867254,Cluster2169,IPB6D-3,Mountain
IPB24B-9_NODE_7_length_3306_cov_1.801195,Cluster2170,IPB24B-9,Plain
IPB24A-2_NODE_21_length_3302_cov_90.202205,Cluster2171,IPB24A-2,Mountain
IPB24C-111_NODE_398_length_1442_cov_1.231939,Cluster2172,IPB24C-111,Plain
IPB24C-127_NODE_35_length_3301_cov_325.146188,Cluster2172,IPB24C-127,Plain
IPB24C-110_NODE_86_length_1747_cov_0.629012,Cluster2172,IPB24C-110,Plain
IPB24C-108_NODE_3361_length_1061_cov_1.189507,Cluster2172,IPB24C-108,Plain
IPB24C-95_NODE_1974_length_1010_cov_2.526614,Cluster2172,IPB24C-95,Plain
IPB24C-103_NODE_38_length_3299_cov_15.475725,Cluster2173,IPB24C-103,Plain
IPB24C-111_NODE_919_length_1184_cov_5.713340,Cluster2173,IPB24C-111,Plain
IPB24C-110_NODE_75_length_1813_cov_3.275208,Cluster2173,IPB24C-110,Plain
IPB24C-108_NODE_945_length_1408_cov_0.693208,Cluster2173,IPB24C-108,Plain
IPB24A-31_NODE_48_length_3297_cov_60.874448,Cluster2174,IPB24A-31,Mountain
IPB24C-91_NODE_58_length_1439_cov_1.443598,Cluster2175,IPB24C-91,Plain
IPB24B-8_NODE_43_length_3297_cov_5.118297,Cluster2175,IPB24B-8,Plain
IPB24G-232_NODE_593_length_3297_cov_0.821451,Cluster2176,IPB24G-232,Mountain
IPB24A-40_NODE_9_length_3297_cov_8.619243,Cluster2177,IPB24A-40,Hill
IPB24G-236_NODE_112_length_3296_cov_1.110445,Cluster2178,IPB24G-236,Mountain
IPB24G-231_NODE_165_length_3295_cov_1.022727,Cluster2179,IPB24G-231,Mountain
IPB24C-77_NODE_24_length_3294_cov_2.069466,Cluster2180,IPB24C-77,Plain
IPB24B-11_NODE_42_length_3293_cov_3.448200,Cluster2181,IPB24B-11,Plain
IPB24G-218_NODE_38_length_3292_cov_31.685624,Cluster2182,IPB24G-218,Mountain
IPB4B-4_NODE_29_length_3292_cov_0.953239,Cluster2183,IPB4B-4,Mesa
IPB24B-11_NODE_43_length_3290_cov_2.946570,Cluster2184,IPB24B-11,Plain
IPB24G-204_NODE_45_length_3288_cov_1.910788,Cluster2185,IPB24G-204,Mountain
IPB24C-97_NODE_37_length_3287_cov_3.964241,Cluster2186,IPB24C-97,Plain
IPB24C-99_NODE_1118_length_1056_cov_5.290635,Cluster2186,IPB24C-99,Plain
IPB24C-99_NODE_556_length_1284_cov_1.487468,Cluster2186,IPB24C-99,Plain
IPB24E-171_NODE_55_length_3287_cov_5.892405,Cluster2187,IPB24E-171,Mountain
IPB24G-238_NODE_61_length_3286_cov_1.113327,Cluster2188,IPB24G-238,Mountain
IPB24B-11_NODE_44_length_3285_cov_1.744459,Cluster2189,IPB24B-11,Plain
IPB24B-1_NODE_101_length_1671_cov_45.608161,Cluster2190,IPB24B-1,Mountain
IPB24G-81_NODE_1_length_3285_cov_138.864788,Cluster2190,IPB24D-52,Mountain
IPB24G-232_NODE_598_length_3284_cov_56.660754,Cluster2191,IPB24G-232,Mountain
IPB24G-237_NODE_137_length_3282_cov_12.750555,Cluster2192,IPB24G-237,Mountain
IPB24C-68_NODE_41_length_3279_cov_1.042195,Cluster2193,IPB24C-68,Plain
IPB24G-237_NODE_138_length_3279_cov_0.757297,Cluster2194,IPB24G-237,Mountain
IPB6H-18_NODE_150_length_3276_cov_5.794220,Cluster2195,IPB6D-6,Mountain
IPB24C-111_NODE_186_length_1710_cov_11.879343,Cluster2196,IPB24C-111,Plain
IPB24C-109_NODE_36_length_3275_cov_330.511436,Cluster2196,IPB24C-109,Plain
IPB24C-106_NODE_59_length_2542_cov_28.775569,Cluster2196,IPB24C-106,Plain
IPB24D-34_NODE_21_length_3275_cov_10.007942,Cluster2197,IPB24D-34,Mountain
IPB24B-11_NODE_45_length_3273_cov_5.026065,Cluster2198,IPB24B-11,Plain
IPB24C-68_NODE_328_length_1066_cov_0.654952,Cluster2198,IPB24C-68,Plain
IPB24A-15_NODE_119_length_1803_cov_63.292363,Cluster2198,IPB24A-15,Mountain
IPB24A-19_NODE_39_length_2038_cov_42.060701,Cluster2199,IPB24A-19,Mountain
IPB24A-17_NODE_13_length_3273_cov_193.751748,Cluster2199,IPB24A-17,Mountain
IPB24A-14_NODE_135_length_1164_cov_168.270974,Cluster2199,IPB24A-14,Mountain
IPB24C-77_NODE_25_length_3273_cov_37.277177,Cluster2200,IPB24C-77,Plain
IPB24E-188_NODE_52_length_3272_cov_9.177424,Cluster2201,IPB24E-188,Mountain
IPB24G-232_NODE_601_length_3272_cov_1.125914,Cluster2202,IPB24G-232,Mountain
IPB24C-105_NODE_125_length_1390_cov_3.034838,Cluster2203,IPB24C-105,Plain
IPB4B-52_NODE_95_length_3272_cov_0.927504,Cluster2203,IPB4B-52,Mountain
IPB24G-238_NODE_62_length_3269_cov_0.831636,Cluster2204,IPB24G-238,Mountain
IPB24B-8_NODE_46_length_3269_cov_7.874284,Cluster2205,IPB24B-8,Plain
IPB4B-25_NODE_13_length_3267_cov_5.093312,Cluster2206,IPB4B-25,Mountain
IPB24C-28_NODE_3069_length_1139_cov_10.229249,Cluster2206,IPB24C-28,Mountain
IPB24B-1_NODE_20_length_3267_cov_23.159554,Cluster2207,IPB24B-1,Mountain
IPB24E-182_NODE_64_length_3266_cov_15.154508,Cluster2208,IPB24E-182,Mountain
IPB24C-119_NODE_10_length_3266_cov_13.976744,Cluster2209,IPB24C-119,Plain
IPB24G-224_NODE_49_length_3266_cov_56.920675,Cluster2210,IPB24G-224,Mountain
IPB6H-18_NODE_152_length_3263_cov_5.970982,Cluster2211,IPB6D-6,Mountain
IPB24G-221_NODE_42_length_3259_cov_19.022350,Cluster2212,IPB24G-221,Mountain
IPB24G-218_NODE_40_length_3259_cov_28.962005,Cluster2213,IPB24G-218,Mountain
IPB4B-4_NODE_30_length_3259_cov_238.040230,Cluster2214,IPB4B-4,Mesa
IPB24G-232_NODE_603_length_3258_cov_1.468221,Cluster2215,IPB24G-232,Mountain
IPB24G-218_NODE_41_length_3257_cov_8.629393,Cluster2216,IPB24G-218,Mountain
IPB24D-47_NODE_76_length_1384_cov_11.041368,Cluster2217,IPB24D-47,Mountain
IPB24C-73_NODE_92_length_2075_cov_6.373203,Cluster2217,IPB24C-73,Plain
IPB24D-56_NODE_10_length_3253_cov_15.089571,Cluster2217,IPB24D-56,Mesa
IPB4B-36_NODE_15_length_3253_cov_1.394754,Cluster2218,IPB4B-36,Mesa
IPB24A-34_NODE_19_length_3252_cov_156.848000,Cluster2219,IPB24A-34,Mountain
IPB24A-5_NODE_268_length_1028_cov_4.006659,Cluster2220,IPB24A-5,Mountain
IPB24A-12_NODE_10_length_3252_cov_104.396160,Cluster2220,IPB24A-12,Mountain
IPB24G-231_NODE_167_length_3252_cov_1.464960,Cluster2221,IPB24G-231,Mountain
IPB6H-18_NODE_153_length_3251_cov_11.675416,Cluster2222,IPB6D-6,Mountain
IPB24G-237_NODE_142_length_3248_cov_1.991669,Cluster2223,IPB24G-237,Mountain
IPB24G-234_NODE_447_length_1236_cov_7.661858,Cluster2223,IPB24G-234,Mountain
IPB24C-84_NODE_25_length_3247_cov_7.366346,Cluster2224,IPB24C-84,Mesa
IPB24C-66_NODE_129_length_1795_cov_1.233813,Cluster2224,IPB24C-66,Plain
IPB24G-232_NODE_608_length_3247_cov_0.528526,Cluster2225,IPB24G-232,Mountain
IPB24G-224_NODE_50_length_3247_cov_12.276282,Cluster2226,IPB24G-224,Mountain
IPB24A-11_NODE_9_length_3247_cov_63.751603,Cluster2227,IPB24A-11,Mountain
IPB24C-95_NODE_164_length_1973_cov_7.569881,Cluster2228,IPB24C-95,Plain
IPB24C-128_NODE_40_length_1276_cov_0.818973,Cluster2228,IPB24C-128,Plain
IPB24B-11_NODE_66_length_2607_cov_33.458871,Cluster2228,IPB24B-11,Plain
IPB4B-36_NODE_1671_length_1056_cov_0.726588,Cluster2228,IPB4B-36,Mesa
IPB24C-125_NODE_288_length_1301_cov_676.561329,Cluster2228,IPB24C-125,Plain
IPB24C-68_NODE_43_length_3247_cov_1822.833654,Cluster2228,IPB24C-68,Plain
IPB24C-86_NODE_125_length_1324_cov_1.194653,Cluster2228,IPB24C-86,Plain
IPB24C-100_NODE_55_length_2141_cov_4.834161,Cluster2229,IPB24C-100,Plain
IPB24C-73_NODE_80_length_2139_cov_3.495527,Cluster2229,IPB24C-73,Plain
IPB24C-70_NODE_29_length_3247_cov_5.208333,Cluster2229,IPB24C-70,Plain
IPB6H-17_NODE_145_length_3246_cov_3.070856,Cluster2230,IPB6D-5,Mountain
IPB24C-115_NODE_23_length_3245_cov_5.179602,Cluster2231,IPB24C-115,Plain
IPB24E-194_NODE_100_length_3245_cov_3.531110,Cluster2232,IPB24E-194,Mountain
IPB24E-174_NODE_31_length_3245_cov_1224.991661,Cluster2233,IPB24E-174,Hill
IPB24G-233_NODE_686_length_3245_cov_1.485888,Cluster2234,IPB24G-233,Mountain
IPB24G-232_NODE_1641_length_1853_cov_2.725956,Cluster2234,IPB24G-232,Mountain
IPB24G-235_NODE_145_length_3245_cov_0.736690,Cluster2235,IPB24G-235,Mountain
IPB24A-7_NODE_29_length_3244_cov_1.249920,Cluster2236,IPB24A-7,Mountain
IPB24A-2_NODE_22_length_3243_cov_5.064827,Cluster2237,IPB24A-2,Mountain
IPB24G-237_NODE_143_length_3242_cov_2.321027,Cluster2238,IPB24G-237,Mountain
IPB24A-36_NODE_28_length_3239_cov_310.502571,Cluster2239,IPB24A-36,Hill
IPB24C-68_NODE_359_length_1015_cov_49.272523,Cluster2240,IPB24C-68,Plain
IPB24C-100_NODE_345_length_1338_cov_5.710157,Cluster2240,IPB24C-100,Plain
IPB24C-126_NODE_26_length_3235_cov_449.674710,Cluster2240,IPB24C-126,Plain
IPB24C-97_NODE_90_length_1914_cov_14.420817,Cluster2240,IPB24C-97,Plain
IPB24C-92_NODE_253_length_1137_cov_0.869307,Cluster2240,IPB24C-92,Plain
IPB24B-11_NODE_539_length_1084_cov_2.678161,Cluster2240,IPB24B-11,Plain
IPB24B-11_NODE_404_length_1248_cov_1.008029,Cluster2240,IPB24B-11,Plain
IPB24C-125_NODE_31_length_3160_cov_58.968348,Cluster2240,IPB24C-125,Plain
IPB24B-11_NODE_485_length_1135_cov_2.374008,Cluster2240,IPB24B-11,Plain
IPB24G-218_NODE_43_length_3235_cov_390.063385,Cluster2241,IPB24G-218,Mountain
IPB4B-18_NODE_39_length_1835_cov_1.399883,Cluster2242,IPB4B-18,Mesa
IPB24A-45_NODE_4_length_3235_cov_100.795689,Cluster2242,IPB24A-45,Plain
IPB24G-232_NODE_613_length_3234_cov_0.804635,Cluster2243,IPB24G-232,Mountain
IPB24C-108_NODE_29_length_3234_cov_2.952366,Cluster2244,IPB24C-108,Plain
IPB24G-230_NODE_58_length_3233_cov_12.433677,Cluster2245,IPB24G-230,Mountain
IPB24G-232_NODE_614_length_3233_cov_0.818416,Cluster2246,IPB24G-232,Mountain
IPB24H-133_NODE_24_length_3233_cov_1.090470,Cluster2247,IPB24H-133,Mountain
IPB24C-76_NODE_19_length_3232_cov_2.558776,Cluster2248,IPB24C-76,Plain
IPB24A-32_NODE_59_length_3232_cov_7.717230,Cluster2249,IPB24A-32,Mountain
IPB24C-26_NODE_4_length_3231_cov_176.051869,Cluster2250,IPB24C-26,Plain
IPB6H-18_NODE_156_length_3227_cov_121.221613,Cluster2251,IPB6D-6,Mountain
IPB6H-18_NODE_157_length_3227_cov_95.865484,Cluster2251,IPB6D-6,Mountain
IPB6D-6_NODE_343_length_1553_cov_0.802244,Cluster2251,IPB6D-6,Mountain
IPB24G-239_NODE_96_length_3227_cov_4.069677,Cluster2252,IPB24G-239,Mountain
IPB24G-233_NODE_695_length_3226_cov_1.985479,Cluster2253,IPB24G-233,Mountain
IPB24C-78_NODE_23_length_3224_cov_4.226025,Cluster2254,IPB24C-78,Plain
IPB24C-97_NODE_104_length_1801_cov_0.289128,Cluster2254,IPB24C-97,Plain
IPB24C-63_NODE_274_length_1217_cov_2.356881,Cluster2254,IPB24C-63,Plain
IPB24C-69_NODE_430_length_1266_cov_4.095698,Cluster2254,IPB24C-69,Plain
IPB24C-114_NODE_1408_length_1103_cov_1.950820,Cluster2254,IPB24C-114,Plain
IPB24C-89_NODE_41_length_1701_cov_0.806861,Cluster2254,IPB24C-89,Plain
IPB24C-73_NODE_138_length_1845_cov_96.247381,Cluster2254,IPB24C-73,Plain
IPB24C-84_NODE_183_length_1083_cov_0.769874,Cluster2254,IPB24C-84,Mesa
IPB24C-62_NODE_434_length_1220_cov_17.050320,Cluster2254,IPB24C-62,Plain
IPB24C-100_NODE_37_length_2313_cov_1.335773,Cluster2254,IPB24C-100,Plain
IPB24D-56_NODE_257_length_1162_cov_7.161353,Cluster2254,IPB24D-56,Mesa
IPB24C-66_NODE_739_length_1025_cov_0.830735,Cluster2254,IPB24C-66,Plain
IPB24C-70_NODE_69_length_2310_cov_144.036189,Cluster2254,IPB24C-70,Plain
IPB24B-5_NODE_152_length_1666_cov_4.036387,Cluster2254,IPB24B-5,Plain
IPB6H-17_NODE_149_length_3224_cov_4.299968,Cluster2255,IPB6D-5,Mountain
IPB24C-106_NODE_415_length_1658_cov_1.482038,Cluster2256,IPB24C-106,Plain
IPB24B-5_NODE_78_length_2110_cov_26.249622,Cluster2256,IPB24B-5,Plain
IPB24C-73_NODE_30_length_3221_cov_101.827731,Cluster2256,IPB24C-73,Plain
IPB24C-62_NODE_60_length_2318_cov_27.460520,Cluster2256,IPB24C-62,Plain
IPB24C-95_NODE_591_length_1407_cov_2.514844,Cluster2256,IPB24C-95,Plain
IPB24D-56_NODE_192_length_1243_cov_12.644265,Cluster2256,IPB24D-56,Mesa
IPB24C-114_NODE_1099_length_1177_cov_2.005714,Cluster2256,IPB24C-114,Plain
IPB24C-104_NODE_72_length_2671_cov_24.255896,Cluster2256,IPB24C-104,Plain
IPB24C-77_NODE_1092_length_1075_cov_0.601266,Cluster2256,IPB24C-77,Plain
IPB24C-103_NODE_1473_length_1059_cov_8.952790,Cluster2256,IPB24C-103,Plain
IPB24C-114_NODE_33_length_3221_cov_1.378151,Cluster2257,IPB24C-114,Plain
IPB24G-223_NODE_113_length_3220_cov_9.632072,Cluster2258,IPB24G-223,Mountain
IPB24G-233_NODE_697_length_3220_cov_1.301972,Cluster2259,IPB24G-233,Mountain
IPB4B-6_NODE_29_length_3220_cov_1.448755,Cluster2260,IPB4B-6,Mesa
IPB24A-32_NODE_60_length_3219_cov_1.923351,Cluster2261,IPB24A-32,Mountain
IPB24E-192_NODE_36_length_3218_cov_18.714332,Cluster2262,IPB24E-192,Mountain
IPB24A-32_NODE_61_length_3217_cov_4.224919,Cluster2263,IPB24A-32,Mountain
IPB24G-232_NODE_619_length_3217_cov_2.511327,Cluster2264,IPB24G-232,Mountain
IPB4B-66_NODE_25_length_3214_cov_5.778102,Cluster2265,IPB4B-66,Mountain
IPB24C-112_NODE_18_length_3214_cov_5.835115,Cluster2266,IPB24C-112,Plain
IPB4B-1_NODE_11_length_3211_cov_2.049611,Cluster2267,IPB4B-1,Mesa
IPB24G-209_NODE_52_length_3211_cov_6.176070,Cluster2268,IPB24G-209,Mountain
IPB24D-43_NODE_187_length_1521_cov_6.954806,Cluster2269,IPB24D-43,Mesa
IPB4B-36_NODE_151_length_1820_cov_1.588895,Cluster2269,IPB4B-36,Mesa
IPB24A-37_NODE_3_length_3126_cov_957.122041,Cluster2269,IPB24A-37,Mountain
IPB24G-56_NODE_3_length_3211_cov_527.038586,Cluster2269,IPB24A-37,Mountain
IPB24E-188_NODE_56_length_3211_cov_2.207198,Cluster2270,IPB24E-188,Mountain
IPB24C-115_NODE_24_length_3210_cov_6.187480,Cluster2271,IPB24C-115,Plain
IPB24B-5_NODE_61_length_2277_cov_3.286977,Cluster2271,IPB24B-5,Plain
IPB24A-31_NODE_50_length_3210_cov_12.390204,Cluster2272,IPB24A-31,Mountain
IPB24G-232_NODE_621_length_3208_cov_0.805907,Cluster2273,IPB24G-232,Mountain
IPB24G-236_NODE_113_length_3208_cov_1.508926,Cluster2274,IPB24G-236,Mountain
IPB24C-69_NODE_13_length_3207_cov_8.412013,Cluster2275,IPB24C-69,Plain
IPB24G-231_NODE_170_length_3207_cov_0.730844,Cluster2276,IPB24G-231,Mountain
IPB24G-203_NODE_128_length_3206_cov_1.611562,Cluster2277,IPB24G-203,Mountain
IPB24A-5_NODE_15_length_3206_cov_3.192270,Cluster2278,IPB24A-5,Mountain
IPB24C-108_NODE_1859_length_1220_cov_2.030192,Cluster2279,IPB24C-108,Plain
IPB24C-117_NODE_1057_length_1084_cov_5.005225,Cluster2279,IPB24C-117,Plain
IPB24A-45_NODE_114_length_1447_cov_57.892424,Cluster2279,IPB24A-45,Plain
IPB24C-77_NODE_1219_length_1042_cov_0.959563,Cluster2279,IPB24C-77,Plain
IPB24C-114_NODE_34_length_3206_cov_2.405976,Cluster2279,IPB24C-114,Plain
IPB24G-233_NODE_700_length_3205_cov_0.501624,Cluster2280,IPB24G-233,Mountain
IPB24G-233_NODE_699_length_3205_cov_1.223197,Cluster2281,IPB24G-233,Mountain
IPB24E-182_NODE_67_length_3204_cov_5.475463,Cluster2282,IPB24E-182,Mountain
IPB24G-233_NODE_701_length_3204_cov_1.629834,Cluster2283,IPB24G-233,Mountain
IPB24E-179_NODE_49_length_3204_cov_6.282093,Cluster2284,IPB24E-179,Mountain
IPB24A-32_NODE_63_length_3204_cov_8.306142,Cluster2285,IPB24A-32,Mountain
IPB24A-32_NODE_62_length_3204_cov_78.368216,Cluster2286,IPB24A-32,Mountain
IPB24G-231_NODE_171_length_3201_cov_25.256994,Cluster2287,IPB24G-231,Mountain
IPB24B-7_NODE_17_length_3200_cov_3.974943,Cluster2288,IPB24B-7,Plain
IPB24G-233_NODE_707_length_3198_cov_1.048518,Cluster2289,IPB24G-233,Mountain
IPB24G-231_NODE_172_length_3197_cov_3.697068,Cluster2290,IPB24G-231,Mountain
IPB4B-52_NODE_100_length_3197_cov_1.754723,Cluster2291,IPB4B-52,Mountain
IPB6H-17_NODE_152_length_3197_cov_10.909121,Cluster2292,IPB6D-5,Mountain
IPB24A-31_NODE_52_length_3195_cov_2.163299,Cluster2293,IPB24A-31,Mountain
IPB24G-232_NODE_626_length_3195_cov_0.766623,Cluster2294,IPB24G-232,Mountain
IPB24G-233_NODE_708_length_3195_cov_0.951108,Cluster2295,IPB24G-233,Mountain
IPB24G-232_NODE_625_length_3195_cov_53.293677,Cluster2296,IPB24G-232,Mountain
IPB24G-238_NODE_65_length_3194_cov_2.544180,Cluster2297,IPB24G-238,Mountain
IPB24G-233_NODE_709_length_3193_cov_33.870841,Cluster2298,IPB24G-233,Mountain
IPB24G-232_NODE_3250_length_1276_cov_2.200174,Cluster2298,IPB24G-232,Mountain
IPB24A-36_NODE_30_length_3192_cov_18.603263,Cluster2299,IPB24A-36,Hill
IPB24C-107_NODE_17_length_3192_cov_7.309625,Cluster2300,IPB24C-107,Plain
IPB24A-2_NODE_23_length_3190_cov_5.475351,Cluster2301,IPB24A-2,Mountain
IPB24A-5_NODE_241_length_1074_cov_8.489968,Cluster2301,IPB24A-5,Mountain
